text,class_type
"All is well! Missiles launched from Iran at two military bases located in Iraq. Assessment of casualties &amp; damages taking place now. So far, so good! We have the most powerful and well equipped military anywhere in the world, by far! I will be making a statement tomorrow morning.",human
"Moments from Houston that will always remain a part of my memory. 

I thank all those who came for the #HowdyModi programme. 

The event was lively, showcasing the special features of Indian culture and accomplishments of the Indian diaspora. https://t.co/2L4AhkVTSz",human
"1.5 million lines of new COBOL a day is pretty impressive, but hold on: if there's 2 million COBOL developers writing 1.5m lines of new code a day, doesn't that mean they're only developing 0.75 lines of code per developer per day? <U+0001F62E> https://t.co/MXtohXpYNJ",human
"Today, on #GandhiJayanti, I will be in Ahmedabad for a special Swachh Bharat Diwas Programme on the banks of the Sabarmati. During the programme, we would recognise the commendable work of several Swachhagrahis who have worked round the clock to fulfil Gandhi Ji’s dream.",human
"A disappointing result, but good to see #TeamIndia’s fighting spirit till the very end.

India batted, bowled, fielded well throughout the tournament, of which we are very proud. 

Wins and losses are a part of life. Best wishes to the team for their future endeavours. #INDvsNZ",human
"We launched the Canada Emergency Business Account to make sure business owners have what they need to cover operating expenses and pay employees. And today, we’re taking another step forward to help even more business owners pull through and protect even more jobs.",human
"Crazy Nancy wants to dictate terms on the Impeachment Hoax to the Republican Majority Senate, but striped away all Due Process, no lawyers or witnesses, on the Democrat Majority House. The Dems just wish it would all end. Their case is dead, their poll numbers are horrendous!",human
"Mahatma Gandhi’s ideals and principles give strength to the entire world. For us, Gandhi-150 is not merely a year long celebration. It inspires us to keep furthering the noble tenets of Gandhian philosophy, which have the potential to empower millions. https://t.co/kdtL3s6yqE",human
"If you’re paying less than $50,000 per month on rent and your business has been affected, you’ll be eligible. Non-profits and charities that are struggling will be eligible too. For more on the Canada Emergency Commercial Rent Assistance, click here: https://t.co/bRXCcwllFn",human
"...lawyer has already stated that I did nothing wrong. John Bolton is a patriot and may know that I held back the money from Ukraine because it is considered a corrupt country, &amp; I wanted to know why nearby European countries weren’t putting up money also. Likewise, I would....",human
"Where have the Radical Left, Do Nothing Democrats gone when they have spent the last 3 days defending the life of Qassem Soleimani, one of the worst terrorists in history and the father of the roadside bomb? He was also looking to do big future damage! Dems are “unhinged.”",human
"These were Mueller prosecutors, and the whole Mueller investigation was illegally set up based on a phony and now fully discredited Fake Dossier, lying and forging documents to the FISA Court, and many other things. Everything having to do with this fraudulent investigation is...",human
"@MaynardWilliams I was driving at the time so couldn't look at my phone, but looking at Assistant now, you can see I asked it to play several times before it decided it was offline. None of these attempts got it to start playing music https://t.co/MLN9AHWEir",human
"We’re doing everything we can to reach people and communities experiencing food insecurity, and we’re going to keep working with @FoodBanksCanada, @SalvationArmy, @SecondHarvestCA, @APlaceForFood, @BreakfastCanada, and others so they can too. More here: https://t.co/quzFJMlFib",human
"Once in a while I remember that my first homepage on the web from 1997 is archived in https://t.co/f9CfeUSQsx 's Wayback Machine.
Yes, I admit to using the &lt;marquee&gt; tag.
Yes, I had animated gifs.
It even included a Java Applet.
But at least I didn't use &lt;blink&gt;
<U+0001F606>",human
Couldn’t watch the game but Fly Eagles Fly. I talk a lot of trash about this team (out of love) but big shoutout to Doug Pederson for the job he did winning the division with a limping team. That boy Carson Wentz was worth every single penny of his contract.,human
The Conservatives want to cut taxes for the wealthiest Canadians and for the biggest polluters. Not us. We will cut taxes for the middle class like we've done for the last four years. @JustinTrudeau #leadersdebate2019 #elxn43 #cdnpoli https://t.co/3kY9nIaIYd,human
"Heartfelt thanks to Prime Minister Pravind Jugnauth for gracing the Swearing-in Ceremony. Your presence is testimony of the enduring and special relations between India and Mauritius, which I look forward to further strengthening with you. 
We also had an excellent meeting today. https://t.co/qXG8CRUln8",human
"Canadians &amp; Ukrainians are working together on the ground in Iran, and we’ll continue to work together to get answers, accountability, and justice for all those who lost a loved one on flight 752. Read a summary of today’s call with @ZelenskyyUa here: https://t.co/7We10w6lcn",human
"“Day after day, really good news on the economy. By the way, this didn’t just happen by accident, it’s the result of a lot of the policies that Donald Trump has put into place. Obviously, the Tax Cut, and now we have these two BIG trade deals.” @StephenMoore  Great future growth!",human
"Other aspects relating to ICAR which we discussed included research on  indigenous breeds of dogs and horses, mission mode approach for vaccination to cure Foot and Mouth disease, study of grasses and local fodder crops and ensuring easy access to farm equipment.",human
"Discussed COVID-19 pandemic with good friend President @Jokowi. As close maritime neighbours and Compreshensive Strategic Partners, close cooperation between India and Indonesia will be important to deal with the health and economic challenges posed by this crisis.",human
"Best wishes to the people of Gujarat on Gujarat Diwas. In all spheres, people from the state have made outstanding contributions. 

Gujaratis are known for their courage, innovation and spirit of enterprise. May Gujarat scale new heights of glory. 

Jai Jai Garvi Gujarat!",human
"Raising kids is a joy, but it's also expensive. Our government is investing to help new families with the Canada Child Benefit &amp; more options for parental leave – so you can spend more time with your kids &amp; less time worrying about the cost of raising them. Read this thread <U+0001F447> https://t.co/wBAnsvCWsB",human
Best wishes to the people of Andhra Pradesh. Hardwork and courage are synonymous with the culture of this land. The stateÃ¯Â¿Â½s role in IndiaÃ¯Â¿Â½s growth is deeply valued. Wishing the citizens of the state the very best for their future endeavours.,human
"Walked the Danforth today with Noor, who lost her friend Reese in the tragic 2018 shooting here. She is exactly why today’s announcement is so important. We’ll strengthen gun control because we have to do better, we have to do more. https://t.co/dNugb0qtxd",human
"For the 1/100th time, the reason we show so many Cases, compared to other countries that haven’t done nearly as well as we have, is that our TESTING is much bigger and better. We have tested 40,000,000 people. If we did 20,000,000 instead, Cases would be half, etc. NOT REPORTED!",human
"it’s been exactly one year since my dad passed away, and i just got news that my aunt in india passed away as well, please keep my family in your dua.

But more importantly, spend more time with your family and treasure what you have because death is guaranteed for all of us.",human
"Next week @eucopresident &amp; @JunckerEU will join me in Montreal for the Canada-EU Summit, where we’ll focus on creating good jobs for the middle class &amp; new opportunities for people on both sides of the Atlantic through CETA, &amp; fighting climate change. https://t.co/X2s8ShsCQ2",human
"Great fervour in Gohana and Hisar. 

The mood on the ground favours the development oriented policies of BJP. 

Haryana saw a video of how Congress leaders were counting seats outside Parliament and arguing about their dismal prospects across the state. <U+0001F602> https://t.co/U5lmJyKOi3",human
"....absolutely no pressure. I don’t know of any crime that was committed where the actual victim wasn’t aware of it....and, they got the call, they got the meeting, and they got the money. Unbelievably, the Democrats have weaponized the Impeachment process, they have....",human
penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis penis peni,human
"Held extensive deliberations with PM @NikolPashinyan. We talked about expanding India-Armenia cooperation in aspects relating to technology, pharmaceuticals and agro-based industries. PM Pashinyan also referred to the popularity of Indian movies, music and Yoga in Armenia. https://t.co/CJ5By5ROXA",human
"....This is the biggest political crime in American History, by far. SIMPLY PUT, THE PARTY IN POWER ILLEGALLY SPIED ON MY CAMPAIGN, BOTH BEFORE AND AFTER THE ELECTION, IN ORDER TO CHANGE OR NULLIFY THE RESULTS OF THE ELECTION. IT CONTINUED ON WITH THE IMPEACHMENT HOAX. Terrible!",human
Tributes to the great Sri Aurobindo Ji on his Jayanti. He was a prolific thinker and exceptional philosopher whose ideals inspire millions. He emphasised on human dignity and equality. Sri Aurobindo was also a devout nationalist who had grand dreams for our nation.,human
"During his speech at the #NamasteTrump programme, @POTUS @realDonaldTrump highlighted aspects of his vision for USA. He also spoke at length about IndiaÃ¯Â¿Â½s greatness as well as the greatness of our culture, ethos, people and more.  I thank him for his kind words. https://t.co/T2trutWPqY",human
"I never in my wildest dreams thought my name would in any way be associated with the ugly word, Impeachment! The calls (Transcripts) were PERFECT, there was NOTHING said that was wrong. No pressure on Ukraine. Great corruption &amp; dishonesty by Schiff on the other side!",human
"“Here in America it will be the same victory as BREXIT, but even more so. In the U.S., while all of this has been going on, the Impeachment, the obstruction, the resistance, President Trump has managed to deliver not just promises, but a record which adds up to one.....",human
"Manuela’s one of the many small business owners who are stepping up and hiring back their workers using the the Canada Emergency Wage Subsidy - in fact, she’s been able to rehire nearly 75 of them. She’s also using the commercial rent assistance to help with her monthly expenses. https://t.co/alsizr2mpX",human
"Happy Mother’s Day to all the incredible moms out there, but especially to my own - you’ve always been there for me, and I’m a better person for it. And to Sophie - I couldn’t ask for a better partner, and our kids couldn’t ask for a better inspiration. I love you both. https://t.co/AUP7rcxN80",human
Thanks to @CanTeachersFed for having a former teacher at your #AGM2019AGA. Teachers have a huge impact on our communities – that's why we're investing in programs that make a real difference for you &amp; building a future where all your students have a fair &amp; equal shot at success. https://t.co/NbN6aTOYCk,human
"Our great Farmers will recieve another major round of “cash,” compliments of China Tariffs, prior to Thanksgiving. The smaller farms and farmers will be big beneficiaries. In the meantime, and as you may have noticed, China is starting to buy big again. Japan deal DONE. Enjoy!",human
Playing with some ARM Assembly earlier in the week made me realize the fascinating thing about assembly language is that an incredibly small number of instructions (5 or 6?) form the basis for ALL other higher level language abstractions https://t.co/EcPNNDhP6h,human
"The moment 130 crore Indians were enthusiastically waiting for is here! 

In a few hours from now, the final descent of Chandrayaan - 2 will take place on the Lunar South Pole. 

India, and the rest of the world will yet again see the exemplary prowess of our space scientists.",human
"@MatGroennebaek @glenweyl @oliverbeige @Nicolas_Colin @zhitzig @MattBruenig For example, the equilibrium price of rice would be different if (i) you had a 40kg rice bag and were the only seller within 1km vs (ii) you had a 10kg rice bag, three other people had 10kg rice bags, and those four were the sellers within 1km.",human
"Our Armed Forces have always kept the nation safe. Even in times of disasters, they are out there helping people. Now, our Forces are, in a unique way, saying a big thank you to our frontline COVID-19 warriors for their endeavour towards making India COVID-19 free.",human
"Saradha.

Narada.

Rose Valley. 

These scams are examples of the reign of loot under TMC. 

Money belonging to the poor is snatched by TMC leaders. 

Once BJP comes to power in Bengal, such corruption will be history. https://t.co/gqU4Elbghe",human
"The accord with our Bodo friends was made while protecting the interest of other communities of Assam. This is a victory for all, it's victory for humanity. It is inspired by the mantraof 'Sabka Saath, Sabka Vikas &amp; Sabka Vishwas', &amp; by the spirit of 'Ek Bharat-Shresth Bharat'.",human
"The first factor is payment history, this is measured as a % of on time payments relative to the total number of payments to be made.

An easy way to get this up is to only use your first credit card for a subscription (netflix, hulu, etc), and then setup autopay",human
"The Fake News Media and their Democrat Partners are working hard to determine whether or not the future attack by terrorist Soleimani was “imminent” or not, &amp; was my team in agreement. The answer to both is a strong YES., but it doesn’t really matter because of his horrible past!",human
"Improving your skills as a developer is a lot like learning to ride a bike. You don't improve at bike riding by reading about bikes or watching videos of people riding bikes, you get better with practice from actually riding a bike. Get on your bikes and ride!",human
"the last factor is “credit inquires”

When you apply for a new credit card/lease/etc , they do a hard pull of your credit history, this causes a temporary decrease in your credit score, but these go away after 2 years 

more inquiries, lower score

but not as impactful as others",human
"I hope the Federal Judges Association will discuss the tremendous FISA Court abuse that has taken place with respect to the Mueller Investigation Scam, including the forging of documents and knowingly using the fake and totally discredited Dossier before the Court. Thank you!",human
"@JoshWComeau I've built everything from lottery number generators to amateur radio log parsing/analytics apps. Games are also a challenge <U+0001F601> I also keep a running list of ideas for personal projects, so when I have some free time I dig into this list",human
"When Jerome Powell started his testimony today, the Dow was up 125, &amp; heading higher. As he spoke it drifted steadily downward, as usual, and is now at -15. Germany &amp; other countries get paid to borrow money. We are more prime, but Fed Rate is too high, Dollar tough on exports.",human
"On International Day of Mother Earth, we all express gratitude to our planet for the abundance of care &amp; compassion. Let us pledge to work towards a cleaner, healthier &amp; more prosperous planet. 

A shout out to all those working at the forefront to defeat COVID-19. #EarthDay2020",human
"makes u think huh,,,,,,,,,,,,i think that,,,,,makes u think huh,,,,,,,,,,,,,,,,,,,,,makes u it really makes u it's a real thinker,,,,,,,,,,,,,,, huh that makes u think huh,,,,,,what if im talking about hulk hogan,,,,really thinking, really making me think huh,,,,,,,,,,,,huh,,,,,,",human
"The Emir of Qatar and I spoke today about the ongoing COVID-19 situation. We covered what we’re doing to keep people safe in our two countries, the need for global solidarity as we work to develop vaccines and treatments, and more. https://t.co/gnRTuKqnY6",human
"In terms of unit testing, if you can write a few lines of code, then write and run some tests to check it's working so far, this has to be better than spending hours, days, or weeks <U+0001F631> writing code before you test for the first time and find out only then that it doesn't work?",human
"India’s history isn’t merely about battles and power struggles. 

Every part of India has unique art, culture and music. 

Our land has produced outstanding Saints, seers and social reformers who have led extraordinary changes in society. https://t.co/1j7yBK5lJS",human
"We’ve launched a hotline service for entrepreneurs and small business owners - including not-for-profit organizations and charities. If you need help navigating these uncertain times, call 1-866-989-1080 to speak with an accountant or business advisor. They’re ready to help. https://t.co/GEA7dNvsfA",human
"Heard of a company called Backops? 

Who is the ‘entrepreneur’ associated with it? 

Why were partners of this ‘entrepreneur’ getting lucrative defence deals in India? 

Is it because one Dynasty loves looting from the defence sector? https://t.co/rguW7VasY0",human
"I met with @yfblanchet in Ottawa today. Together, we’ll make sure Parliament works to address the issues that matter most to Quebecers, like making life more affordable, creating jobs, helping seniors, and fighting climate change. https://t.co/FpAoxgImR5",human
"If you’ve climbed the #GrouseGrind, you know how tough it is. But you also know it’s worth the fight once you reach the top. That’s how I think about #ClimateAction: lots of work behind us and in front of us, but the cleaner planet we’ll leave for our kids is worth the effort. https://t.co/dmJfaD0kWG",human
"Its been a year since Tripura created history and rejected Left tyranny. Much has changed in a year:

Poor are getting homes and free gas connections. 

Over 5 lakh small farmers have got income support.

Record infrastructure has been created.

People can pray with dignity. https://t.co/QnLC1WRa8D",human
I want to thank Rush Limbaugh for the tremendous support he has given to the MAKE AMERICA GREAT AGAIN Movement and our KEEP AMERICA GREAT Agenda! He is a major star who never wavered despite the Fake News Hits he has had to endure. His voice is far bigger than theirs!,human
"Homelab networking blackhole:
1. I'd like to segregate my homelab from the home network and wifi
2. get a managed switch to create VLANs (Unifi Switch 8)
3. find out it doesn't to dhcp or routing?
4. order a Unifi USG
5. wonder if I should have bought some Cisco gear after all",human
"@MySmallfish @anaisbetts @migueldeicaza In IDEs like Eclipse, Netbeans, IntelliJ (at least in the Java world), they let you navigate between classes and method declarations easily, and whether they are in the same file or different files is irrelevant? F3 in Eclipse for example will take you to a method or Class?",human
"All BS aside Doug Pederson is my coach and Carson Wentz is my QB. I have complete faith that the Eagles can turn this ship around, I just don’t know if they will. It all starts in the locker room. If we can beat Buffalo and Chicago before our bye, we still have a good shot.",human
"From Ahmedabad, a city closely associated with beloved Bapu, we will showcase our efforts towards creating a Swachh Bharat and derive strength to continue working on the tenets shown by Gandhi Ji. We will be lauding those involved in plastic waste cleaning Shramdan. #Gandhi150",human
@FiverrSupport I was in the middle of completing a significant (and time-consuming) order when I got a notification saying that the order was canceled by @fiverr customer support. What is going on? This was a big project for me and now an incredible waste of time.,human
"No one should have to choose between being somewhere they’re unsafe and risking getting COVID-19. So we’re investing in shelters for Indigenous women and children fleeing violence, sexual assault centres and women’s shelters, and shelters for those experiencing homelessness.",human
"Great news for Uttar Pradesh, tourism and those inspired by the noble thoughts of Lord Buddha!

Kushinagar Airport will now be an international airport. Connectivity will improve significantly. More tourists and pilgrims will also mean better opportunities for local population.",human
"The Supreme Court sends case back to Lower Court, arguments to continue. This is all a political prosecution. I won the Mueller Witch Hunt, and others, and now I have to keep fighting in a politically corrupt New York. Not fair to this Presidency or Administration!",human
"Prices for retro computers are starting to get out of hand. If you could go back 10-20 years and buy up all the cheap old computers on ebay for 30 bucks a go, you could be selling them now for thousands. Maybe. Or just enjoying them for what they are <U+0001F44D><U+0001F632> https://t.co/38TT3ZoOAQ",human
"FBI Director Christopher Wray just admitted that the FISA Warrants and Survailence of my campaign were illegal. So was the Fake Dossier. THEREFORE, THE WHOLE SCAM INVESTIGATION, THE MUELLER REPORT AND EVERYTHING ELSE FOR THREE YEARS, WAS A FIXED HOAX. WHO PAYS THE PRICE?....",human
"My friend @RayDalio, the trolling after these words of praise would give you the best opportunity to test your meditation skills and being “like a Ninja.”! <U+0001F600>

On a more serious note, the points below make for a healthy discussion, in the spirit of being radically open minded. https://t.co/5fXkYZdSfu",human
"@jzakotnik @leonadato That's a valuable distinction if we're talking about 'practicing your craft' in order to  develop your skills. If you're spending 16hrs a day working, how are you setting time aside to keep your skills up to date? Practicing your skills OUTSIDE of normal work hours is essential",human
A while back I tried writing an app to solve Sudoku puzzles without doing any other research into the problem. I ended up with a brute force approach with backtracking. I've finally got to the point where I think I understand Knuth's Dancing Links to give it another go,human
"In a changing world, it’s more important than ever that we work together, and on #UNDay we’re reminded of what we can achieve when we do. It’s also a chance to say thanks to the people who work at the @UN for their dedication &amp; selfless service: https://t.co/MqZRgyNXYU",human
"Here are 2 excellent cricketers whose partnership we will remember forever. Now, as they have said, it is time for another partnership. This time, all of India will be partners in the fight against Coronavirus. #IndiaFightsCorona

https://t.co/a6JJTh8gUW

https://t.co/koRYZiRT6K",human
Good morning Louisiana! Polls are open at 7AM. Get out and VOTE for @EddieRispone to be your next Gov! He will get your taxes and auto insurance (highest in Country!) way down. Loves our Military &amp; Vets. Will protect your 2A. Find your polling place below: https://t.co/0rnhb4z3HU,human
"Your first working solution is not when you're finished and you move on, that's your starting point for making it work well, making it maintainable, easy to read and understand, and ensuring it's well tested with automated tests. https://t.co/qEmx7aPteP",human
"(Post-script disclaimer: I have no idea how this ""Hong Kong corporation"" is structured or who it will give money to. I have wide uncertainty about the extent to which this will actually fund needed development. Fingers crossed. Governance is important, dawg.)",human
"Interesting, I ran into this issue building images to run on Docker on the Raspberry Pi a while back. Up until this point, container images are machine arch specific, e.g. x86 or ARM. Interesting to see if this allows containers to be truly cross platform: https://t.co/5Aqoi0X7aW",human
"The meeting with President Putin was excellent. We had wide-ranging discussions on ways to further boost the India-Russia strategic relationship. 

We look forward to increased trade and people-to-people linkages with Russia. @KremlinRussia_E https://t.co/shj4hEbtht",human
"I grew up in New York City and, over many years, got to watch how GREAT NYC’s “Finest” are. Now, because of weak leadership at Governor &amp; Mayor, stand away (water thrown at them) regulations, and lack of support, our wonderful NYC police are under assault. Stop this now!",human
Proud of my young friends who have successfully cleared the CBSE Class X examinations. Wishing them the very best for their journey ahead. May these young minds continue making us proud. Congratulations also to their teachers and parents! #CBSE10thresult,human
"Congressman @Denver4VA Riggleman is a true CONSERVATIVE leader who has done a great job for Virginia and will support our #MAGA Agenda. He defends our right to bear arms, protect our Borders &amp; help small businesses. Denver has my Total Endorsement!",human
"India will be eternally grateful to Shri Manohar Parrikar for his tenure as our Defence Minister. When he was RM, India witnessed a series of decisions that enhanced India’s security capacities, boosted indigenous defence production and bettered the lives of ex-servicemen.",human
"Academy Award winning actor (and great guy!) @jonvoight is fantastic in the role of Mickey Donovan in the big television hit, Ray Donovan. From Midnight Cowboy to Deliverance to The Champ (one of the best ever boxing movies), &amp; many others, Jon delivers BIG. Also, LOVES THE USA!",human
"@glenweyl @FrancescoRenziA Was the self-assessed tax done in Taiwan? I know Sun Yat-sen did the self-assessed tax in the mainland in early 20th century, and I know post-1949 RoC (ie. Taiwan) implemented a land value tax, but did the latter have the self-assessed elements?",human
"Without even diving deep into the socio-economic side effects of this problem (gentrification, homelessness, rising crime rate), it is evident that cities like SF and Seattle need to do a better job of addressing affordable housing. These cities are dying from the inside out.",human
"I am overjoyed on the unanimous passage of The Constitution (One Hundred and Twenty-Sixth Amendment) Bill, 2019 that extends SC/ST reservations for ten more years. 

We are unwaveringly committed towards the empowerment of our citizens, especially the marginalised.",human
"Skiff sailing is not known to many. It is heart-warming to see Pearl Milind Colvalcar excel in this unique area. Interacting with her, I got to know that she has also won the “Youngest Sailor” Award at a sailing event in Hyderabad. https://t.co/TEgUFhXEFz",human
"We’re releasing ministerial mandate letters today so you can follow our government’s priorities and track our progress. Each minister in Cabinet gets one, and it outlines their objectives &amp; the challenges they will address. Learn more here: https://t.co/jPEDDDlVFI",human
"Proud of @JimInhofe’s tenacious Oklahoma spirit that got the NDAA done. Maybe the best yet because it takes care of troops &amp; establishes SPACE FORCE, which is 1st new branch since 1947 (Air Force). Another huge win for Jim’s legacy. To many more! @SASCMajority https://t.co/w0EiubrriG",human
"The spread of COVID-19 is forcing all of us to change our ways, and we know it’s a big adjustment. But we have your back, and together we will get through this. For more details on this $82-billion economic plan and how it will help you, click here: https://t.co/Ef0YLK5PBO",human
"There are so many more stories like this one. We all know a local shop that’s struggling or had to close because of the pandemic – and we know the people who work there too. Help us spread the word, share this link so they can get the help they need. https://t.co/thsNICp2LD",human
"""The fundamental assumption underlying all software projects is that software is easy to change. If you violate this assumption by creating inflexible structures, then you undercut the economic model that the entire industry is based on"" - The Clean Coder, Bob Martin",human
"The problem with Design Patterns is not applying them, it's applying them where they solve a problem and result in a solution that's easier to understand than without the pattern. That's seldom the case. Instead you end up with something that's worse than what you started with",human
"@hitchcott @sassal0x @owocki @gitcoin @antiprosynth @RyanSAdams @TrustlessState @ethhub_io I think the winners in the media section are less ""sophisticated"" because we as an ecosystem have been relatively neglecting that sector for so long and so there aren't that many people trying.... hopefully this will improve!",human
"We had an excellent meeting, PM @CharlesMichel. We were able to exchange views on improving India’s ties with Belgium and the EU. 

Thank you for the kind words on Mahatma Gandhi, who is a source of inspiration for millions across the world. https://t.co/cQUQJ4kkJo",human
"Grateful to the people of Junagadh for joining us in large numbers. Spoke about the NDA Government’s efforts for agriculture, water resources and fisheries. 

Also highlighted the anti-Gujarat mentality of the Congress, which never respected Sardar Patel and Morarjibhai Desai. https://t.co/stPA2wH0Rj",human
@KevEdwardsRetro That's pretty awesome. I think every developer should learn some assembly to get a better understanding what goes on  under the covers. In 1986-88 GCSE Computing we did Logo and BBC BASIC. For my AS Level Computing I did a project using dBase III which was popular at the time,human
"Remember when Pelosi was screaming that President Trump is a danger to our nation and we must move quickly. They didn’t get one Republican House vote, and lost 3 Dems. They produced no case so now she doesn’t want to go to the Senate. She’s all lies. Most overrated person I know!",human
#AyushmanBharat is more than just a healthcare scheme - it is a beacon of hope to more than 50 crore of India's most vulnerable people. It is breaking the vicious cycle of poverty &amp; disease while making healthcare affordable and accessible. #SaalEkAyushmanAnek,human
Nah these referees have got to go...Miles Sanders could have snapped his neck on that OBVIOUS face mask and they didn’t call it??? So much for caring about players safety. I guess they only care if you’re Tom Brady or if you play for “America’s Team” @NFLOfficiating,human
"There is much talk that certain Democrats are going to be voting with Republicans on the Impeachment Hoax, so that the Senate can get back to the business of taking care of the American people. Sorry, but Cryin’ Chuck Schumer will never let that happen!",human
"Workers in our energy sector are struggling right now because of things beyond their control, including the COVID-19 pandemic. So to help bring people back to work, we’re investing $1.7 billion to clean up orphan and inactive wells in Alberta, Saskatchewan, and British Columbia.",human
"Like all sectors, the arts, culture, and sports sectors have been impacted by COVID-19. But we’re here to help - we’re giving $500 million to @CDNHeritage so people will be able to receive wage support and organizations struggling with cash flow will be able to access financing.",human
"And no I don’t care what the critics say. They’re wrong on the Witcher. 

I even like the time skip. It’s confusing and doesn’t serve a strong narrative purpose, but it does reward rewatches, which is a great thing for a bingable, streaming show! It’s more like a book then",human
"Delighted to meet PM @AbeShinzo in Vladivostok. We had in-depth discussions on a wide range of subjects, particularly bettering trade and cultural relations between our nations. Our countries are also working together on various global forums to create a better planet. https://t.co/f5HuM7w5tD",human
"Texas Rep Roger Williams (@RepRWilliams) has done an incredible job representing the Great State of Texas. Roger is tough on Crime, Strong on the Border &amp; Illegal Immigration. He loves our Military &amp; our Vets and protects our #2A. Roger has my Total &amp; Complete Endorsement!",human
"Current homeowners are also heavily incentivized to keep housing supply down to increase their own property values (understandable). However this often results in pushbacks against construction in their areas, adding even more time and money to the review process.",human
"Here is how @POTUS was welcomed in Ahmedabad. 

During our first meeting at the White House, @realDonaldTrump told me that India has a friend in the White House. He was absolutely correct! 

Together, we will keep working towards deepening bilateral ties between India &amp; USA. https://t.co/18phrcHbx8",human
We’re also going to support workers and businesses impacted by the virus. We will waive the one-week waiting period for Employment Insurance sickness benefits to kick in. And we will enhance the Work-Sharing Program to help employers who are facing a downturn in business.,human
"At the @G7 Summit in Biarritz, I addressed the session on ‘Biodiversity, Oceans, Climate.’ Highlighted India’s large scale efforts towards eliminating single use plastic, conserving water, harnessing solar energy and, protecting flora and fauna for a sustainable future. https://t.co/djS5ksgVEZ",human
"@allenholub @Paul_V_Elia @amazon There's no (current) business incentive for any of the big players to adopt this Data Pod concept, it would remove one of their largest income sources. If this is ever going to take off, it has to be adopted (and demanded?) by users themselves.",human
"In New York City, a large part of the programmes will be at the @UN. Since its inception, India has been actively participating in various programmes and initiatives of the UN, reflecting our unwavering commitment to multilateralism. My address at the UNGA would be on the 27th.",human
"Republicans are fighting for citizens from every background, &amp; from every race, religion, color &amp; creed. We are a movement for ALL AMERICANS who believe in fairness &amp; justice, equality &amp; dignity, opportunity &amp; safety. We are a big tent, &amp; a big party, w/ BIG IDEAS for the future! https://t.co/8Gib5eKMOF",human
"Many of the people in DACA, no longer very young, are far from “angels.” Some are very tough, hardened criminals. President Obama said he had no legal right to sign order, but would anyway. If Supreme Court remedies with overturn, a deal will be made with Dems for them to stay!",human
"The spectacular rally in Chitradurga indicates the mood of Karnataka. 

Congress and JD(S) cannot talk of their work so they divide communities and harass farmers. 

Karnataka has had enough of these two parties. Our seats from the state will increase this election. https://t.co/PiSvZOhEwX",human
The fascinating thing about RNN generated text is the ML model has no concept of whether the text makes any sense. It just generates text that 'looks like' what the model was trained with. This looks like a couple of IP addresses but they're obviously invalid https://t.co/vuDs5ASMBR,human
"The Do Nothing Democrats had a historically bad day yesterday in the House. They have no Impeachment case and are demeaning our Country. But nothing matters to them, they have gone crazy. Therefore I say, if you are going to impeach me, do it now, fast, so we can have a fair....",human
"On the special occasion of his 80th birthday, greetings to the versatile K. J. Yesudas Ji. His melodious music and soulful renditions have made him popular across all age groups. He has made valuable contributions to Indian culture. Wishing him a long and healthy life.",human
"....have a Radical Left nonbeliever, who wants to take your religion &amp; your guns, than Donald Trump as your President. No President has done more for the Evangelical community, and it’s not even close. You’ll not get anything from those Dems on stage. I won’t be reading ET again!",human
"The next factor is credit utilization, this is also measured as a percentage, a percentage of the total credit available to you

If a credit card has a 20,000 limit, and you have a balance of 2000, you are at 10% utilization

you want this percentage to be under 10%",human
@VladZamfir @mongoosenewyork @NickSzabo4 @prestonjbyrne @stephendpalley @BitcoinKhaleesi Still waiting on your answer on specifics. What are some concrete classes of non-Szaboian things that *you* think may be desirable that may be actually implementable via crypto-law?,human
"Too bad we didn’t have the G-7 here. I offered to pick up the entire cost, would have saved at least $35,000,000 for the USA. Best location. Very stupid people thought I would gain. Wrong! Looking at Camp David. Will announce soon. https://t.co/8RF7IHVyxN",human
Understanding what actions and behaviors contribute to achieving the results you seek is key to achieving those results. Misinterpret what contributes to achieving those results and you'll be forever wasting your time trying and not understanding why you continue to fail,human
"A loving family, which stood by me through thick and thin. Not once did they make me feel that the accident was my mistake. Never look back and ask Ã¯Â¿Â½what if?Ã¯Â¿Â½ 
I had a drive to prove to myself, more than to others, that the accident cannot define me- @MalvikaIyer #SheInspiresUs https://t.co/qgewx97BQX",human
"The Representative from Texas’ 36th Congressional District, @RepBrianBabin is a strong voice on issues relating to space, science and technology. We met in Houston yesterday. His presence indicated his unwavering commitment to stronger India-USA ties. https://t.co/fpZm4ekYD4",human
"And if you need more support, we’ve recently expanded the eligibility for the Canada Emergency Business Account to include more small businesses, like farmers - and that new application process opens Friday. Get all the details on how you can apply: https://t.co/1aMY1UDOUk",human
"Democrats must apologize to USA: Ukrainian Foreign Minister Vadym Prystaiko said that “United States Ambassador Gordon Sondland did NOT link financial military assistance to a request for Ukraine to open up an investigation into former V.P. Joe Biden &amp; his son, Hunter Biden.....",human
".@BethVanDuyne did Great things as Mayor of Irving, Texas, with my Administration. She is a Strong Conservative who supports Border Security, Loves our Military, Vets, and supports your #2A. Beth has my Full Endorsement for Congress! https://t.co/0cUYANBzj0",human
